,flight_name,flight_id,start_time,end_time,travel_time,stops,fare,source,destination
2249,Vistara,UK - 778,15:20,23:50,8h 30m,"2 Stops (DEL, BOM)","24,357",CU-Kolkata,AMD-Ahmedabad
2250,Vistara,UK - 778,15:20,07:50,16h 30m,"2 Stops (DEL, BOM)","24,357",CU-Kolkata,AMD-Ahmedabad
2251,IndiGo,6E - 892,14:35,21:05,6h 30m,1 stop at Chennai,"24,830",CU-Kolkata,AMD-Ahmedabad
2252,Air India,AI - 770,20:15,20:35,24h 20m,1 stop at Delhi,"24,882",CU-Kolkata,AMD-Ahmedabad
2253,Vistara,UK - 778,15:20,23:50,8h 30m,"2 Stops (DEL, BOM)","26,457",CU-Kolkata,AMD-Ahmedabad
2254,Air India,AI - 770,20:15,10:10,13h 55m,1 stop at Delhi,"28,841",CU-Kolkata,AMD-Ahmedabad
2255,Air India,AI - 768,15:30,10:10,18h 40m,1 stop at Delhi,"28,841",CU-Kolkata,AMD-Ahmedabad
2256,Vistara,UK - 778,15:20,07:50,16h 30m,"2 Stops (DEL, BOM)","29,607",CU-Kolkata,AMD-Ahmedabad
2257,Air India,AI - 770,20:15,20:00,23h 45m,"2 Stops (DEL, BOM)","31,571",CU-Kolkata,AMD-Ahmedabad
2258,Air India,AI - 770,20:15,20:00,23h 45m,"2 Stops (DEL, BOM)","31,571",CU-Kolkata,AMD-Ahmedabad
2259,Air India,AI - 770,20:15,14:15,18h,"2 Stops (DEL, PNQ)","33,146",CU-Kolkata,AMD-Ahmedabad
2260,Air India,AI - 768,15:30,14:15,22h 45m,"2 Stops (DEL, PNQ)","33,146",CU-Kolkata,AMD-Ahmedabad
2261,Air India,AI - 768,15:30,14:15,22h 45m,"2 Stops (DEL, PNQ)","33,146",CU-Kolkata,AMD-Ahmedabad
2262,Vistara,UK - 774,20:45,19:55,23h 10m,"2 Stops (BOM, DEL)","38,006",CU-Kolkata,AMD-Ahmedabad
2263,IndiGo,6E - 6908,18:00,22:55,4h 55m,1 stop at Hyderabad,"9,708",CU-Kolkata,GOI-Goa
2264,IndiGo,6E - 6314,19:55,01:55,6h,1 stop at Bengaluru,"9,708",CU-Kolkata,GOI-Goa
2265,IndiGo,6E - 264,18:45,01:55,7h 10m,1 stop at Bengaluru,"9,708",CU-Kolkata,GOI-Goa
2266,IndiGo,6E - 775,23:10,06:50,7h 40m,1 stop at Hyderabad,"9,708",CU-Kolkata,GOI-Goa
2267,IndiGo,6E - 856,18:30,02:50,8h 20m,1 stop at Jaipur,"9,708",CU-Kolkata,GOI-Goa
2268,IndiGo,6E - 759,15:15,00:20,9h 5m,1 stop at Delhi,"9,708",CU-Kolkata,GOI-Goa
2269,Air Asia,I5 - 2991,20:25,05:55,9h 30m,1 stop at Bengaluru,"9,915",CU-Kolkata,GOI-Goa
2270,Air Asia,I5 - 991,17:00,05:55,12h 55m,1 stop at Bengaluru,"9,915",CU-Kolkata,GOI-Goa
2271,Air Asia,I5 - 612,15:30,05:55,14h 25m,1 stop at Bengaluru,"9,915",CU-Kolkata,GOI-Goa
2272,Air Asia,I5 - 588,14:45,05:55,15h 10m,1 stop at Bengaluru,"9,915",CU-Kolkata,GOI-Goa
2273,IndiGo,6E - 2516,16:35,00:20,7h 45m,1 stop at Delhi,"11,075",CU-Kolkata,GOI-Goa
2274,IndiGo,6E - 757,16:45,22:40,5h 55m,1 stop at Bengaluru,"11,600",CU-Kolkata,GOI-Goa
2275,IndiGo,6E - 6683,23:20,07:45,8h 25m,1 stop at Bengaluru,"11,600",CU-Kolkata,GOI-Goa
2276,IndiGo,6E - 757,16:45,01:55,9h 10m,1 stop at Bengaluru,"11,600",CU-Kolkata,GOI-Goa
2277,Vistara,UK - 708,20:20,13:50,17h 30m,1 stop at Delhi,"11,902",CU-Kolkata,GOI-Goa
2278,Vistara,UK - 708,20:20,21:20,25h,1 stop at Delhi,"11,902",CU-Kolkata,GOI-Goa
2279,Vistara,UK - 738,18:45,13:50,19h 5m,1 stop at Delhi,"12,637",CU-Kolkata,GOI-Goa
2280,Vistara,UK - 738,18:45,21:20,26h 35m,1 stop at Delhi,"12,637",CU-Kolkata,GOI-Goa
2281,IndiGo,6E - 6444,15:55,22:35,6h 40m,1 stop at Ahmedabad,"12,650",CU-Kolkata,GOI-Goa
2282,Vistara,UK - 778,15:20,21:20,6h,1 stop at Delhi,"13,666",CU-Kolkata,GOI-Goa
2283,Vistara,UK - 778,15:20,13:50,22h 30m,1 stop at Delhi,"13,666",CU-Kolkata,GOI-Goa
2284,SpiceJet,SG - 489,23:05,12:55,13h 50m,1 stop at Mumbai,"15,714",CU-Kolkata,GOI-Goa
2285,Vistara,UK - 774,20:45,12:45,16h,1 stop at Mumbai,"15,851",CU-Kolkata,GOI-Goa
2286,Air India,AI - 768,15:30,00:40,9h 10m,1 stop at Delhi,"16,482",CU-Kolkata,GOI-Goa
2287,Air India,AI - 770,20:15,13:35,17h 20m,1 stop at Delhi,"16,482",CU-Kolkata,GOI-Goa
2288,Air India,AI - 768,15:30,13:35,22h 5m,1 stop at Delhi,"16,482",CU-Kolkata,GOI-Goa
2289,Air India,AI - 770,20:15,00:40,28h 25m,1 stop at Delhi,"16,482",CU-Kolkata,GOI-Goa
2290,Vistara,UK - 776,17:35,12:45,19h 10m,1 stop at Mumbai,"16,797",CU-Kolkata,GOI-Goa
2291,Air Asia,I5 - 1563,18:40,05:55,11h 15m,"2 Stops (BBI, BLR)","17,126",CU-Kolkata,GOI-Goa
2292,Vistara,UK - 708,20:20,12:45,16h 25m,"2 Stops (DEL, BOM)","17,299",CU-Kolkata,GOI-Goa
2293,Vistara,UK - 738,18:45,12:45,18h,"2 Stops (DEL, BOM)","18,559",CU-Kolkata,GOI-Goa
2294,Vistara,UK - 708,20:20,12:45,16h 25m,"2 Stops (DEL, BOM)","19,588",CU-Kolkata,GOI-Goa
2295,Vistara,UK - 738,18:45,12:45,18h,"2 Stops (DEL, BOM)","19,588",CU-Kolkata,GOI-Goa
2296,Vistara,UK - 778,15:20,12:45,21h 25m,"2 Stops (DEL, BOM)","19,588",CU-Kolkata,GOI-Goa
2297,Vistara,UK - 778,15:20,12:45,21h 25m,"2 Stops (DEL, BOM)","19,588",CU-Kolkata,GOI-Goa
2298,Vistara,UK - 708,20:20,14:05,17h 45m,"2 Stops (DEL, BLR)","21,320",CU-Kolkata,GOI-Goa
2299,Vistara,UK - 708,20:20,14:05,17h 45m,"2 Stops (DEL, BLR)","21,320",CU-Kolkata,GOI-Goa
2300,Vistara,UK - 708,20:20,14:05,17h 45m,"2 Stops (DEL, BLR)","21,320",CU-Kolkata,GOI-Goa
2301,Air Asia,I5 - 612,15:30,05:30,14h,"2 Stops (BLR, BOM)","24,834",CU-Kolkata,GOI-Goa
2302,Vistara,UK - 774,20:45,14:05,17h 20m,"2 Stops (BOM, BLR)","29,501",CU-Kolkata,GOI-Goa
2303,Vistara,UK - 774,20:45,14:05,17h 20m,"2 Stops (BOM, BLR)","29,501",CU-Kolkata,GOI-Goa
2304,Vistara,UK - 774,20:45,14:05,17h 20m,"2 Stops (BOM, BLR)","31,916",CU-Kolkata,GOI-Goa
2305,IndiGo,6E - 6926,14:40,15:50,1h 10m,Non Stop,"11,967",CU-Kolkata,PAT-Patna
2306,IndiGo,6E - 114,18:00,19:15,1h 15m,Non Stop,"11,967",CU-Kolkata,PAT-Patna
2307,Air India,AI - 770,20:15,18:35,22h 20m,1 stop at Delhi,"22,257",CU-Kolkata,PAT-Patna
2308,Air India,AI - 768,15:30,18:35,27h 5m,1 stop at Delhi,"22,257",CU-Kolkata,PAT-Patna
2309,Air India,AI - 770,20:15,15:25,19h 10m,1 stop at Delhi,"24,882",CU-Kolkata,PAT-Patna
2310,Air India,AI - 768,15:30,15:25,23h 55m,1 stop at Delhi,"24,882",CU-Kolkata,PAT-Patna
2311,Vistara,UK - 708,20:20,09:35,13h 15m,1 stop at Delhi,"29,082",CU-Kolkata,PAT-Patna
2312,Vistara,UK - 708,20:20,19:55,23h 35m,1 stop at Delhi,"29,082",CU-Kolkata,PAT-Patna
2313,Vistara,UK - 738,18:45,09:35,14h 50m,1 stop at Delhi,"29,397",CU-Kolkata,PAT-Patna
2314,Vistara,UK - 778,15:20,09:35,18h 15m,1 stop at Delhi,"29,397",CU-Kolkata,PAT-Patna
2315,Vistara,UK - 738,18:45,19:55,25h 10m,1 stop at Delhi,"29,397",CU-Kolkata,PAT-Patna
2316,Air India,AI - 526,19:00,13:45,18h 45m,"2 Stops (HYD, BOM)","34,017",CU-Kolkata,PAT-Patna
2317,Air India,AI - 770,20:15,13:45,17h 30m,"2 Stops (DEL, BOM)","37,062",CU-Kolkata,PAT-Patna
2318,Air India,AI - 770,20:15,13:45,17h 30m,"2 Stops (DEL, BOM)","37,062",CU-Kolkata,PAT-Patna
2319,Vistara,UK - 774,20:45,19:55,23h 10m,"2 Stops (BOM, DEL)","56,171",CU-Kolkata,PAT-Patna
2320,Vistara,UK - 776,17:35,19:55,26h 20m,"2 Stops (BOM, DEL)","57,117",CU-Kolkata,PAT-Patna
2321,IndiGo,6E - 946,23:55,07:45,7h 50m,1 stop at Chennai,"10,413",CU-Kolkata,COK-Kochi
2322,IndiGo,6E - 6683,23:20,07:25,8h 5m,1 stop at Bengaluru,"10,413",CU-Kolkata,COK-Kochi
2323,IndiGo,6E - 775,23:10,07:20,8h 10m,1 stop at Hyderabad,"10,413",CU-Kolkata,COK-Kochi
2324,IndiGo,6E - 573,21:20,07:25,10h 5m,1 stop at Bengaluru,"10,413",CU-Kolkata,COK-Kochi
2325,IndiGo,6E - 6683,23:20,09:05,9h 45m,1 stop at Bengaluru,"10,919",CU-Kolkata,COK-Kochi
2326,Air Asia,I5 - 991,17:00,22:40,5h 40m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2327,Air Asia,I5 - 612,15:30,21:15,5h 45m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2328,Air Asia,I5 - 588,14:45,21:15,6h 30m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2329,Air Asia,I5 - 612,15:30,22:40,7h 10m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2330,Air Asia,I5 - 588,14:45,22:40,7h 55m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2331,Air Asia,I5 - 2991,20:25,06:50,10h 25m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2332,Air Asia,I5 - 991,17:00,06:50,13h 50m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2333,Air Asia,I5 - 612,15:30,06:50,15h 20m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2334,Air Asia,I5 - 2991,20:25,12:05,15h 40m,1 stop at Bengaluru,"10,965",CU-Kolkata,COK-Kochi
2335,Air Asia,I5 - 991,17:00,21:15,4h 15m,1 stop at Bengaluru,"11,442",CU-Kolkata,COK-Kochi
2336,Vistara,UK - 708,20:20,08:40,12h 20m,1 stop at Delhi,"13,445",CU-Kolkata,COK-Kochi
2337,Vistara,UK - 708,20:20,19:10,22h 50m,1 stop at Delhi,"13,445",CU-Kolkata,COK-Kochi
2338,Air India,AI - 770,20:15,08:15,12h,1 stop at Delhi,"13,894",CU-Kolkata,COK-Kochi
2339,Air India,AI - 768,15:30,08:15,16h 45m,1 stop at Delhi,"13,894",CU-Kolkata,COK-Kochi
2340,Air India,AI - 770,20:15,20:10,23h 55m,1 stop at Delhi,"13,894",CU-Kolkata,COK-Kochi
2341,Air India,AI - 768,15:30,20:10,28h 40m,1 stop at Delhi,"13,894",CU-Kolkata,COK-Kochi
2342,Vistara,UK - 738,18:45,08:40,13h 55m,1 stop at Delhi,"14,107",CU-Kolkata,COK-Kochi
2343,Vistara,UK - 738,18:45,19:10,24h 25m,1 stop at Delhi,"14,107",CU-Kolkata,COK-Kochi
2344,Vistara,UK - 778,15:20,08:40,17h 20m,1 stop at Delhi,"14,915",CU-Kolkata,COK-Kochi
2345,Vistara,UK - 778,15:20,19:10,27h 50m,1 stop at Delhi,"14,915",CU-Kolkata,COK-Kochi
2346,Air Asia,I5 - 1563,18:40,06:50,12h 10m,"2 Stops (BBI, BLR)","15,919",CU-Kolkata,COK-Kochi
2347,IndiGo,6E - 892,14:35,22:25,7h 50m,1 stop at Chennai,"16,640",CU-Kolkata,COK-Kochi
2348,IndiGo,6E - 6908,18:00,22:55,4h 55m,1 stop at Hyderabad,"17,480",CU-Kolkata,COK-Kochi
2349,Air India,AI - 768,15:30,07:30,16h,"2 Stops (DEL, BOM)","42,596",CU-Kolkata,COK-Kochi
2350,Air India,AI - 768,15:30,07:30,16h,"2 Stops (DEL, BOM)","42,596",CU-Kolkata,COK-Kochi
2351,IndiGo,6E - 997,19:00,20:30,1h 30m,Non Stop,"7,977",CU-Kolkata,LKO-Lucknow
2352,IndiGo,6E - 568,15:00,21:05,6h 5m,1 stop at Raipur,"11,895",CU-Kolkata,LKO-Lucknow
2353,Vistara,UK - 708,20:20,14:45,18h 25m,1 stop at Delhi,"17,322",CU-Kolkata,LKO-Lucknow
2354,Vistara,UK - 738,18:45,14:45,20h,1 stop at Delhi,"17,637",CU-Kolkata,LKO-Lucknow
2355,Vistara,UK - 778,15:20,14:45,23h 25m,1 stop at Delhi,"18,057",CU-Kolkata,LKO-Lucknow
2356,Air India,AI - 770,20:15,13:25,17h 10m,1 stop at Delhi,"25,691",CU-Kolkata,LKO-Lucknow
2357,Air India,AI - 768,15:30,13:25,21h 55m,1 stop at Delhi,"25,691",CU-Kolkata,LKO-Lucknow
2358,Air India,AI - 770,20:15,19:35,23h 20m,1 stop at Delhi,"25,691",CU-Kolkata,LKO-Lucknow
2359,Air India,AI - 526,19:00,13:20,18h 20m,"2 Stops (HYD, BOM)","40,601",CU-Kolkata,LKO-Lucknow
2360,Air India,AI - 770,20:15,13:20,17h 5m,"2 Stops (DEL, BOM)","43,646",CU-Kolkata,LKO-Lucknow
2361,Air India,AI - 770,20:15,13:20,17h 5m,"2 Stops (DEL, BOM)","43,646",CU-Kolkata,LKO-Lucknow
2362,Alliance Air,9I - 770,20:20,21:45,1h 25m,Non Stop,"4,442",CU-Kolkata,GAU-Guwahati
2363,FlyBig,S9 - 210,20:15,21:40,1h 25m,Non Stop,"5,241",CU-Kolkata,GAU-Guwahati
2364,IndiGo,6E - 294,21:10,22:20,1h 10m,Non Stop,"5,542",CU-Kolkata,GAU-Guwahati
2365,FlyBig,S9 - 216,18:30,21:10,2h 40m,1 stop at Agartala,"5,991",CU-Kolkata,GAU-Guwahati
2366,IndiGo,6E - 6663,19:20,20:20,1h,Non Stop,"6,942",CU-Kolkata,GAU-Guwahati
2367,Vistara,UK - 708,20:20,17:45,21h 25m,1 stop at Delhi,"24,542",CU-Kolkata,GAU-Guwahati
2368,Vistara,UK - 738,18:45,17:45,23h,1 stop at Delhi,"24,842",CU-Kolkata,GAU-Guwahati
2369,Vistara,UK - 778,15:20,17:45,26h 25m,1 stop at Delhi,"24,842",CU-Kolkata,GAU-Guwahati
2370,Go First,G8 - 792,16:45,06:45,14h,1 stop at Bengaluru,"8,710",CU-Kolkata,PNQ-Pune
2371,Air Asia,I5 - 554,21:40,00:05,2h 25m,Non Stop,"8,710",CU-Kolkata,PNQ-Pune
2372,IndiGo,6E - 476,21:05,23:40,2h 35m,Non Stop,"8,712",CU-Kolkata,PNQ-Pune
2373,IndiGo,6E - 946,23:55,05:05,5h 10m,1 stop at Chennai,"8,712",CU-Kolkata,PNQ-Pune
2374,IndiGo,6E - 898,19:10,01:20,6h 10m,1 stop at Delhi,"8,712",CU-Kolkata,PNQ-Pune
2375,IndiGo,6E - 856,18:30,00:40,6h 10m,1 stop at Jaipur,"8,712",CU-Kolkata,PNQ-Pune
2376,IndiGo,6E - 775,23:10,05:45,6h 35m,1 stop at Hyderabad,"8,712",CU-Kolkata,PNQ-Pune
2377,IndiGo,6E - 573,21:20,03:55,6h 35m,1 stop at Bengaluru,"8,712",CU-Kolkata,PNQ-Pune
2378,IndiGo,6E - 6663,19:20,02:10,6h 50m,1 stop at Guwahati,"8,712",CU-Kolkata,PNQ-Pune
2379,IndiGo,6E - 572,21:25,04:25,7h,1 stop at Ahmedabad,"8,712",CU-Kolkata,PNQ-Pune
2380,IndiGo,6E - 2083,18:10,01:20,7h 10m,1 stop at Delhi,"8,712",CU-Kolkata,PNQ-Pune
2381,IndiGo,6E - 2746,23:45,06:55,7h 10m,1 stop at Delhi,"8,712",CU-Kolkata,PNQ-Pune
2382,IndiGo,6E - 6683,23:20,06:50,7h 30m,1 stop at Bengaluru,"8,712",CU-Kolkata,PNQ-Pune
2383,IndiGo,6E - 6869,20:35,04:15,7h 40m,1 stop at Delhi,"8,712",CU-Kolkata,PNQ-Pune
2384,IndiGo,6E - 6314,19:55,03:55,8h,1 stop at Bengaluru,"8,712",CU-Kolkata,PNQ-Pune
2385,Air Asia,I5 - 2991,20:25,05:00,8h 35m,1 stop at Bengaluru,"8,759",CU-Kolkata,PNQ-Pune
2386,Air Asia,I5 - 991,17:00,05:00,12h,1 stop at Bengaluru,"8,759",CU-Kolkata,PNQ-Pune
2387,Air Asia,I5 - 612,15:30,05:00,13h 30m,1 stop at Bengaluru,"8,759",CU-Kolkata,PNQ-Pune
2388,Air Asia,I5 - 588,14:45,05:00,14h 15m,1 stop at Bengaluru,"8,759",CU-Kolkata,PNQ-Pune
2389,IndiGo,6E - 997,19:00,00:15,5h 15m,1 stop at Lucknow,"9,321",CU-Kolkata,PNQ-Pune
2390,Vistara,UK - 708,20:20,16:20,20h,1 stop at Delhi,"11,314",CU-Kolkata,PNQ-Pune
2391,Vistara,UK - 778,15:20,23:05,7h 45m,1 stop at Delhi,"12,049",CU-Kolkata,PNQ-Pune
2392,Vistara,UK - 738,18:45,16:20,21h 35m,1 stop at Delhi,"12,049",CU-Kolkata,PNQ-Pune
2393,Vistara,UK - 778,15:20,16:20,25h,1 stop at Delhi,"12,049",CU-Kolkata,PNQ-Pune
2394,IndiGo,6E - 7234,16:40,23:10,6h 30m,1 stop at Ranchi,"12,366",CU-Kolkata,PNQ-Pune
2395,IndiGo,6E - 5925,18:40,02:30,7h 50m,1 stop at Amritsar,"14,458",CU-Kolkata,PNQ-Pune
2396,Air India,AI - 768,15:30,21:10,5h 40m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2397,Air India,AI - 770,20:15,07:00,10h 45m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2398,Air India,AI - 768,15:30,07:00,15h 30m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2399,Air India,AI - 770,20:15,12:10,15h 55m,"2 Stops (DEL, AMD)","15,642",CU-Kolkata,PNQ-Pune
2400,Air India,AI - 770,20:15,15:20,19h 5m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2401,Air India,AI - 768,15:30,12:10,20h 40m,"2 Stops (DEL, AMD)","15,642",CU-Kolkata,PNQ-Pune
2402,Air India,AI - 770,20:15,18:10,21h 55m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2403,Air India,AI - 768,15:30,15:20,23h 50m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2404,Air India,AI - 770,20:15,21:10,24h 55m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2405,Air India,AI - 768,15:30,18:10,26h 40m,1 stop at Delhi,"15,642",CU-Kolkata,PNQ-Pune
2406,Air Asia,I5 - 1563,18:40,05:00,10h 20m,"2 Stops (BBI, BLR)","15,971",CU-Kolkata,PNQ-Pune
2407,IndiGo,6E - 759,15:15,23:05,7h 50m,1 stop at Delhi,"16,430",CU-Kolkata,PNQ-Pune
2408,Vistara,UK - 708,20:20,10:40,14h 20m,1 stop at Delhi,"17,007",CU-Kolkata,PNQ-Pune
2409,Vistara,UK - 708,20:20,23:05,26h 45m,1 stop at Delhi,"17,007",CU-Kolkata,PNQ-Pune
2410,IndiGo,6E - 6444,15:55,22:05,6h 10m,1 stop at Ahmedabad,"17,238",CU-Kolkata,PNQ-Pune
2411,Vistara,UK - 738,18:45,10:40,15h 55m,1 stop at Delhi,"17,322",CU-Kolkata,PNQ-Pune
2412,Vistara,UK - 778,15:20,10:40,19h 20m,1 stop at Delhi,"17,322",CU-Kolkata,PNQ-Pune
2413,Vistara,UK - 738,18:45,23:05,28h 20m,1 stop at Delhi,"17,322",CU-Kolkata,PNQ-Pune
2414,Vistara,UK - 778,15:20,05:55,14h 35m,"2 Stops (DEL, BLR)","18,097",CU-Kolkata,PNQ-Pune
2415,Vistara,UK - 778,15:20,05:55,14h 35m,"2 Stops (DEL, BLR)","18,097",CU-Kolkata,PNQ-Pune
2416,IndiGo,6E - 264,18:45,00:25,5h 40m,1 stop at Bengaluru,"18,320",CU-Kolkata,PNQ-Pune
2417,Vistara,UK - 708,20:20,20:00,23h 40m,1 stop at Delhi,"18,897",CU-Kolkata,PNQ-Pune
2418,IndiGo,6E - 2516,16:35,23:05,6h 30m,1 stop at Delhi,"18,950",CU-Kolkata,PNQ-Pune
2419,Vistara,UK - 738,18:45,20:00,25h 15m,1 stop at Delhi,"19,212",CU-Kolkata,PNQ-Pune
2420,Vistara,UK - 778,15:20,20:00,28h 40m,1 stop at Delhi,"19,212",CU-Kolkata,PNQ-Pune
2421,IndiGo,6E - 757,16:45,21:45,5h,1 stop at Bengaluru,"19,370",CU-Kolkata,PNQ-Pune
2422,IndiGo,6E - 6908,18:00,23:30,5h 30m,1 stop at Hyderabad,"19,370",CU-Kolkata,PNQ-Pune
2423,IndiGo,6E - 757,16:45,00:25,7h 40m,1 stop at Bengaluru,"19,370",CU-Kolkata,PNQ-Pune
2424,Vistara,UK - 708,20:20,18:20,22h,"2 Stops (DEL, BLR)","23,735",CU-Kolkata,PNQ-Pune
2425,Vistara,UK - 708,20:20,18:20,22h,"2 Stops (DEL, BLR)","23,735",CU-Kolkata,PNQ-Pune
2426,Vistara,UK - 776,17:35,05:55,12h 20m,"2 Stops (BOM, BLR)","24,672",CU-Kolkata,PNQ-Pune
2427,Air India,AI - 770,20:15,12:10,15h 55m,"2 Stops (DEL, AMD)","28,422",CU-Kolkata,PNQ-Pune
2428,Air India,AI - 768,15:30,12:10,20h 40m,"2 Stops (DEL, AMD)","28,422",CU-Kolkata,PNQ-Pune
2429,Air India,AI - 768,15:30,12:10,20h 40m,"2 Stops (DEL, AMD)","28,422",CU-Kolkata,PNQ-Pune
2430,Vistara,UK - 774,20:45,18:20,21h 35m,"2 Stops (BOM, BLR)","31,916",CU-Kolkata,PNQ-Pune
2431,Vistara,UK - 774,20:45,18:20,21h 35m,"2 Stops (BOM, BLR)","31,916",CU-Kolkata,PNQ-Pune
2432,Vistara,UK - 774,20:45,18:20,21h 35m,"2 Stops (BOM, BLR)","34,331",CU-Kolkata,PNQ-Pune
2433,Air India,AI - 526,19:00,15:20,20h 20m,"2 Stops (HYD, DEL)","41,756",CU-Kolkata,PNQ-Pune
2434,IndiGo,6E - 856,18:30,20:35,2h 5m,Non Stop,"9,237",CU-Kolkata,JAI-Jaipur
2435,IndiGo,6E - 394,14:50,17:10,2h 20m,Non Stop,"11,022",CU-Kolkata,JAI-Jaipur
2436,IndiGo,6E - 2746,23:45,08:20,8h 35m,1 stop at Delhi,"11,075",CU-Kolkata,JAI-Jaipur
2437,IndiGo,6E - 2746,23:45,09:25,9h 40m,1 stop at Delhi,"11,075",CU-Kolkata,JAI-Jaipur
2438,IndiGo,6E - 2716,21:35,08:20,10h 45m,1 stop at Delhi,"11,075",CU-Kolkata,JAI-Jaipur
2439,SpiceJet,SG - 8252,21:45,21:15,23h 30m,1 stop at Delhi,"12,777",CU-Kolkata,JAI-Jaipur
2440,IndiGo,6E - 572,21:25,07:00,9h 35m,1 stop at Ahmedabad,"20,304",CU-Kolkata,JAI-Jaipur
2441,Vistara,UK - 774,20:45,20:10,23h 25m,1 stop at Mumbai,"20,576",CU-Kolkata,JAI-Jaipur
2442,IndiGo,6E - 476,21:05,03:00,5h 55m,1 stop at Pune,"20,871",CU-Kolkata,JAI-Jaipur
2443,Vistara,UK - 776,17:35,20:10,26h 35m,1 stop at Mumbai,"21,522",CU-Kolkata,JAI-Jaipur
2444,IndiGo,6E - 892,14:35,22:55,8h 20m,1 stop at Chennai,"21,680",CU-Kolkata,JAI-Jaipur
2445,Vistara,UK - 774,20:45,13:30,16h 45m,1 stop at Mumbai,"22,676",CU-Kolkata,JAI-Jaipur
2446,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2447,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2448,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2449,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2450,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2451,Vistara,UK - 708,20:20,20:10,23h 50m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2452,Vistara,UK - 738,18:45,20:10,25h 25m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2453,Vistara,UK - 738,18:45,20:10,25h 25m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2454,Vistara,UK - 738,18:45,20:10,25h 25m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2455,Vistara,UK - 738,18:45,20:10,25h 25m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2456,Vistara,UK - 738,18:45,20:10,25h 25m,"2 Stops (DEL, BOM)","23,284",CU-Kolkata,JAI-Jaipur
2457,Vistara,UK - 776,17:35,13:30,19h 55m,1 stop at Mumbai,"23,622",CU-Kolkata,JAI-Jaipur
2458,Vistara,UK - 708,20:20,13:30,17h 10m,"2 Stops (DEL, BOM)","25,384",CU-Kolkata,JAI-Jaipur
2459,Vistara,UK - 708,20:20,13:30,17h 10m,"2 Stops (DEL, BOM)","25,384",CU-Kolkata,JAI-Jaipur
2460,Vistara,UK - 738,18:45,13:30,18h 45m,"2 Stops (DEL, BOM)","25,384",CU-Kolkata,JAI-Jaipur
2461,Vistara,UK - 738,18:45,13:30,18h 45m,"2 Stops (DEL, BOM)","25,384",CU-Kolkata,JAI-Jaipur
2462,IndiGo,6E - 115,19:05,00:30,5h 25m,1 stop at Mumbai,"27,113",CU-Kolkata,JAI-Jaipur
2463,IndiGo,6E - 5206,17:40,00:30,6h 50m,1 stop at Mumbai,"27,113",CU-Kolkata,JAI-Jaipur
2464,IndiGo,6E - 6683,23:20,10:00,10h 40m,1 stop at Bengaluru,"27,665",CU-Kolkata,JAI-Jaipur
2465,IndiGo,6E - 573,21:20,10:00,12h 40m,1 stop at Bengaluru,"27,665",CU-Kolkata,JAI-Jaipur
2466,IndiGo,6E - 757,16:45,00:20,7h 35m,1 stop at Bengaluru,"29,607",CU-Kolkata,JAI-Jaipur
2467,IndiGo,6E - 6965,15:50,00:30,8h 40m,1 stop at Mumbai,"29,843",CU-Kolkata,JAI-Jaipur
2468,Air India,AI - 526,19:00,13:25,18h 25m,"2 Stops (HYD, BOM)","32,726",CU-Kolkata,JAI-Jaipur
2469,Air India,AI - 770,20:15,13:25,17h 10m,"2 Stops (DEL, BOM)","35,771",CU-Kolkata,JAI-Jaipur
